$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3,#ImageLink4
A671D0,N514RP,Collectable Aircraft LLC,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Red Dog,Historic,https://w.wiki/3nth,https://live.staticflickr.com/8668/16868820535_b79718bb59_k.jpg,https://live.staticflickr.com/7615/16689351480_5bbb7ecd10_k.jpg,https://live.staticflickr.com/5219/5533455861_3fb2cc9365_b.jpg,
A6735F,N5145N,Ace Maker Aviation,Boeing Stearman B75N1 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,,,,
A67AE5,N5166B,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/2/35564_1131181314.jpg,,,
A692E1,N5221K,Private,Ryan Navion B,NAVI,Civ,Liason,Shiny,Speak Up Sonny,Historic,https://w.wiki/4ydD,https://cdn.jetphotos.com/full/6/26315_1670716609.jpg,https://cdn.jetphotos.com/full/6/43975_1648095350.jpg,https://cdn.jetphotos.com/full/6/59053_1609164325.jpg,https://cdn.jetphotos.com/full/5/92713_1609109947.jpg
A6AA76,N529B,Commemorative Air Force,Boeing B-29A-60-BN Superfortress,B29,Civ,War Bird,Shiny,FIFI,Historic,https://en.wikipedia.org/wiki/FIFI_(aircraft),https://cdn.jetphotos.com/full/2/38145_1094130578.jpg,https://cdn.jetphotos.com/full/2/15917_1093420841.jpg,https://cdn.jetphotos.com/full/1/96505_1093440301.jpg,https://cdn.jetphotos.com/full/1/99855_1094130718.jpg
A6BAA9,N5323N,Private,Boeing Stearman E75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/6/35321_1639835263.jpg,https://cdn.jetphotos.com/full/6/23232_1635955000.jpg,https://cdn.jetphotos.com/full/6/32872_1634055797.jpg,
A6C25D,N5345N,Private,Boeing Stearman A75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/6/50514_1630780800.jpg,https://cdn.jetphotos.com/full/6/68830_1535390914.jpg,https://cdn.jetphotos.com/full/4/20477_1375803724.jpg,
A6E1C6,N5420V,Fox51,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Bomber Escort,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/5/901757_1725134841.jpg,https://cdn.jetphotos.com/full/6/599098_1727985742.jpg,https://cdn.jetphotos.com/full/6/1369223_1691125912.jpg,https://cdn.jetphotos.com/full/6/1250678_1714523702.jpg
A6E2DE,N5428V,Commemorative Air Force,North American P-51D-25-NA Mustang,P51,Civ,War Bird,Shiny,Gunfighter,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/2/93279_1095291524.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/North_American_F-51D-25-NA_Mustang_%E2%80%98CY-U%E2%80%99_%E2%80%9CGunfighter%E2%80%9D_%28N5428V%29_%2850885302936%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/North_American_P-51D_%22Gunfighter%22_N5428V_HGR_MD2.jpg/2560px-North_American_P-51D_%22Gunfighter%22_N5428V_HGR_MD2.jpg,
A6E957,N5441V,Planes of Fame Air Museum,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Dolly,Historic,https://w.wiki/3nth,https://geta-o.jp/WB/P&F/P-51/N5441V/NL5441V(XX)P-51D-10596-088-W.jpg,https://cdn.jetphotos.com/full/4/52643_1389220873.jpg,https://geta-o.jp/WB/P&F/P-51/N5441V/N5441V(XX)P-51D-9951-209-W.jpg,
A6F0A2,N5460V,California Warbirds,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Straw Boss 2,Historic,https://w.wiki/3nth,https://live.staticflickr.com/4673/28196287729_cc91ba1b2c_k.jpg,https://cdn.jetphotos.com/full/5/46779_1450637693.jpg,https://cdn.jetphotos.com/full/6/45244_1441912785.jpg,
A7035A,N551CF,Collings Foundation,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Toulouse Nuts,Historic,https://w.wiki/3nth,https://live.staticflickr.com/818/40910107481_9b98488123_k.jpg,https://live.staticflickr.com/65535/51033345548_1f9c588546_k.jpg,https://live.staticflickr.com/818/27039136198_f8303704fd_k.jpg,
A703D1,N551H,Private,North American P-51H Mustang,P51,Civ,Lightweight,More Power,Bomber Escort,Historic,https://w.wiki/3nth,https://live.staticflickr.com/65535/50675369367_ee2e9ec3a2_k.jpg,https://live.staticflickr.com/65535/49118587462_a91d09b93f_k.jpg,https://cdn.jetphotos.com/full/5/81953_1565320492.jpg,
A703FE,N551JV,Lewis Air Legends,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Live Bait,Historic,https://w.wiki/3nth,https://live.staticflickr.com/7219/7082553385_220a0bd9d5_b.jpg,https://farm8.staticflickr.com/7180/6820652008_8a17182064_b.jpg,https://www.airport-data.com/images/aircraft/000/976/976130.jpg,
A71331,N555NG,Private,Ryan Navion A,NAVI,Civ,I Am Old,Shiny,Speak Up Sonny,Historic,https://w.wiki/4ydD,https://cdn.jetphotos.com/full/6/72273_1470677062.jpg,,,
A71508,N5555C,Private,Cessna 170A,C170,Civ,Post-War,I am Old,All Metal,Historic,https://w.wiki/C$fM,,,,
A71C2C,N55729,TSI Holdco,North American T-6 Texan,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://cdn.jetphotos.com/full/1/76688_1307482222.jpg,https://cdn.jetphotos.com/full/1/74673_1307482415.jpg,https://cdn.jetphotos.com/full/2/54559_1252204067.jpg,
A71D63,N558CP,Civil Air Patrol,Cessna 172 Skyhawk,C172,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,,,,
A71F87,N5580M,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/3/49109_1323207101.jpg,https://cdn.jetphotos.com/full/2/15418_1185231440.jpg,https://cdn.jetphotos.com/full/1/98525_1138371463.jpg,
A72841,N560PT,JCB,Douglas DC-3 BT-67,DC3T,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/Cxho,https://cdn.jetphotos.com/full/6/1126733_1730574944.jpg,https://cdn.jetphotos.com/full/5/1293191_1720492827.jpg,,
A73EF3,N566TX,Lone Star Flight Museum,North American SNJ-5 Texan,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://live.staticflickr.com/2423/3567941694_fa2d04d441_b.jpg,https://live.staticflickr.com/65535/50666441727_230ca6127c_b.jpg,https://cdn.jetphotos.com/full/5/65078_1614845761.jpg,https://media.abpic.co.uk/pictures/full_size_0461/1698503-large.jpg
A772DC,N57947,Private,Boeing Stearman A75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/6/77525_1562979441.jpg,https://cdn.jetphotos.com/full/5/41330_1459018201.jpg,https://cdn.jetphotos.com/full/3/75311_1347366594.jpg,
A78F4D,N5865V,Commemorative Air Force,North American B-25J Mitchell,B25,Civ,War Bird,Historic,Bomber,Historic,https://commemorativeairforce.org/,https://cdn.jetphotos.com/full/6/48576_1637339209.jpg,https://cdn.jetphotos.com/full/6/42077_1637253195.jpg,https://cdn.jetphotos.com/full/5/50244_1609667403.jpg,
A79DB2,N590D,Private,Cessna O-2A Skymaster,C337,Civ,Bat21,Forward Air Control,PSYOPS,Distinctive,https://w.wiki/B64a,https://live.staticflickr.com/65535/49461364411_8d21dc7ed4_k.jpg,https://live.staticflickr.com/668/22336311298_2540277679_b.jpg,https://live.staticflickr.com/65535/48617448166_1d7c0ad073_h.jpg,
A79EE1,N590RC,South Florida Vintage Warbird Preservation Society,Canadair CT-133-AN MK3 Silver Star,T33,Civ,Training Wheels,Canuck,Zoomies,Historic,https://w.wiki/E4Lr,https://cdn.jetphotos.com/full/6/1446139_1718420912.jpg,https://cdn.jetphotos.com/full/5/984792_1711936357.jpg,https://cdn.jetphotos.com/full/6/1469605_1703802457.jpg,
A7A2BE,N591SR,ISR Platforms,Bombardier Global 6000,GLEX,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,,,,
A7C192,N59925,Fogle Air,Boeing Stearman A75N1 Kaydet,ST75,Civ,Radial Engine,Biplane,Retired Life,Historic,https://w.wiki/BJBE,,,,
A7D65B,N604CP,Civil Air Patrol,Textron Aviation T206H,T206,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,https://cdn.jetphotos.com/full/6/1122346_1748746286.jpg,,,
A7E4F1,N60795,National WASP WWII Museum,Vultee BT-13A Valiant,VALI,Civ,Basic Trainer,WW2,L-Plate,Historic,https://w.wiki/4ydB,https://cdn.jetphotos.com/full/5/47948_1601770048.jpg,https://www.waspmuseum.org/wp-content/uploads/2023/07/air6.png,,
A7F166,N6102K,Ses Bee,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/5/749092_1724774908.jpg,https://cdn.jetphotos.com/full/5/39190_1470098468.jpg,,
A7F38F,N611MG,ISR Platforms,Cessna 337 Super Skymaster,C337,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,https://cdn.jetphotos.com/full/6/27395_1667317381.jpg,,,
A8005A,N61429,Commemorative Air Force,North American P-51C Mustang,P51,Civ,War Bird,Shiny,Tuskeegee Airmen,Historic,https://commemorativeairforce.org/,https://live.staticflickr.com/65535/53131168249_b65fc3d729_h.jpg,https://live.staticflickr.com/65535/53131370920_1ab2fd6610_h.jpg,,
A80BD0,N6175K,Optimus Aircraft Service,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/1/35464_1128655437.jpg,,,
A80C32,N6178C,Historic Aircraft Foundation,Grumman F7F-3 Tigercat,TCAT,Civ,War Bird,Shiny,Bad Kitty,Historic,https://w.wiki/FjP6,https://t.plnspttrs.net/49530/1088066_8ec49f07ab_280.jpg,https://cdn.jetphotos.com/full/5/81341_1470370850.jpg,https://cdn.jetphotos.com/full/1/53954_1274581434.jpg,https://cdn.jetphotos.com/full/2/92975_1274581380.jpg
A819DA,N6209K,Noble Art Aviation,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/840080_1686077205.jpg,https://cdn.jetphotos.com/full/6/66894_1660493262.jpg,,
A82053,N6222K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/5/15445_1565396835.jpg,,,
A82450,N6234K,NAB Air,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/35928_1567480490.jpg,https://cdn.jetphotos.com/full/5/650860_1709817952.jpg,https://cdn.jetphotos.com/full/6/53090_1608375988.jpg,
A8277B,N6240K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/2/69934_1256093908.jpg,,,
A83729,N6286K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/2/71811_1170748727.jpg,https://cdn.jetphotos.com/full/2/57334_1285521377.jpg,,
A83ABD,N6295K,Wallitner Aviation and Restoration,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/453681_1685161993.jpg,,,
A8483B,N6325K,High Road Time,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/5/40525_1536933390.jpg,,,
A848AC,N6328T,Private,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Bomber Escort,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/5/27667_1620326661.jpg,https://cdn.jetphotos.com/full/5/11771_1616791270.jpg,https://cdn.jetphotos.com/full/5/55618_1603470091.jpg,
A85004,N63476,Claire Aviation Inc,North American P-51D Mustang,P51,Civ,War Bird,Shiny,KwitcherBitchin,Historic,https://w.wiki/3nth,https://live.staticflickr.com/65535/51229633137_fe7d248c8c_k.jpg,https://cdn.jetphotos.com/full/5/33218_1496833434.jpg,https://cdn.jetphotos.com/full/3/99094_1381355190.jpg,
A85383,N6356K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/17749_1453953070.jpg,https://cdn.jetphotos.com/full/6/38956_1438298720.jpg,https://cdn.jetphotos.com/full/6/98479_1533036953.jpg,
A85DF9,N6381K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/2316032_1721928709.jpg,https://cdn.jetphotos.com/full/5/47945_1412104063.jpg,https://cdn.jetphotos.com/full/5/53583_1412103987.jpg,
A876E2,N6443K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/1/44176_1167207986.jpg,,,
A877B4,N6449K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/48840_1573370674.jpg,,,
A8787D,N645H,Private,Curtiss-Wright Travel Air 4000 E,TVL4,Civ,Biplane,Open Cockpit,History,Historic,https://en.wikipedia.org/wiki/Travel_Air_2000,https://cdn.jetphotos.com/full/6/49683_1607898456.jpg,https://cdn.jetphotos.com/full/5/33905_1458744274.jpg,https://cdn.jetphotos.com/full/3/85961_1375904074.jpg,
A886EA,N649CP,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,https://cdn.jetphotos.com/full/6/2164489_1723195086.jpg,https://cdn.jetphotos.com/full/5/57003_1627952557.jpg,https://cdn.jetphotos.com/full/6/96241_1597194574.jpg,https://cdn.jetphotos.com/full/6/63382_1517377531.jpg
A88FCB,N6505K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/52064_1548108908.jpg,,,
A893EB,N6518K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/2/11003_1254413828.jpg,,,
A896D0,N6522K,Kaskel Super Service,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/1523486_1709144951.jpg,,,
A8A256,N6555B,Dakota Territory Air Museum,North American TP-51C Mustang,P51,Civ,Two Seater,Fighter,Lopes Hope,Historic,https://w.wiki/3nth,https://live.staticflickr.com/65535/50224430432_a8d3281a3c_k.jpg,https://live.staticflickr.com/65535/49919218927_6e9ae55fb5_k.jpg,https://live.staticflickr.com/65535/49772378536_edf3cbd409_h.jpg,
A8B36C,N66RW,Private,Boeing Stearman A75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/6/58647_1471716133.jpg,https://cdn.jetphotos.com/full/5/21686_1461575014.jpg,https://cdn.jetphotos.com/full/5/73606_1397488577.jpg,
A8DEA6,N6704K,Sabre Enterprises,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/5/64991_1600973480.jpg,,,
A8E23A,N6713K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/50266_1452648092.jpg,https://cdn.jetphotos.com/full/5/69498_1453861037.jpg,,
A8EE0E,N6748K,Wolf Aerospace,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/2/65987_1265320658.jpg,,,
A8F15C,N6755K,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/5/93997_1412193171.jpg,,,
A90722,N681CB,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/56180_1666732837.jpg,,,
A90961,N68102,Blackbriar Aero,Grumman G-44 Widgeon,G44,Civ,Amphibian,Seaplane,Nice Weather For Ducks,Historic,https://w.wiki/EpAz,,,,
A90E57,N68296,Private,Boeing Stearman A75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/5/61706_1630780100.jpg,https://cdn.jetphotos.com/full/6/65361_1608985983.jpg,https://cdn.jetphotos.com/full/6/36022_1596708365.jpg,
A91557,N68461,Private,Boeing Stearman E75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/5/33443_1639928452.jpg,https://cdn.jetphotos.com/full/6/26215_1625773548.jpg,https://cdn.jetphotos.com/full/5/65791_1528268526.jpg,
A9247C,N68884,Barren Creek,Helio HT-295 Courier,COUR,Civ,VSTOL,Low and Slow,I am Old,Historic,https://w.wiki/Cuaa,https://cdn.jetphotos.com/full/3/54519_1383705668.jpg,,,
A927A4,N68941,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/3/23701_1359054868.jpg,https://cdn.jetphotos.com/full/2/87320_1080497475.jpg,,
A93195,N69158,Gullwing Aviation Holdings,Consolidated Vultee BT-15 Valiant,VALI,Civ,Basic Trainer,WW2,L-Plate,Historic,https://w.wiki/4ydB,,,,
A94F8D,N69972,Docs Friends,Boeing B-29-70-BW Superfortress,B29,Civ,War Bird,Shiny,Doc,Historic,https://en.wikipedia.org/wiki/Doc_(aircraft),https://cdn.jetphotos.com/full/5/10137_1575089490.jpg,https://cdn.jetphotos.com/full/5/31715_1494196570.jpg,,
A9550B,N700F,Lewis Air Legends,Grumman F7F-3P Tigercat,TCAT,Civ,War Bird,Shiny,Here Kitty Kitty!,Historic,https://w.wiki/FjP6,https://cdn.jetphotos.com/full/5/25809_1492825523.jpg,https://cdn.jetphotos.com/full/5/21342_1440678755.jpg,https://t.plnspttrs.net/38749/1823757_7f09c55772_280.jpg,
A95566,N700JR,Private,Canadian Car & Foundry Harvard IV,T6,Civ,Trainer,History,To Be Faaaaaaaaaaaaaaaaaaair,Historic,https://en.wikipedia.org/wiki/Canadian_Car_and_Foundry,https://cdn.jetphotos.com/full/2/37145_1079356666.jpg,,,
A95644,N700TN,Private,Beech H18,BE18,Civ,Twin Beech,Twin Tail,Tricycle Landing Gear,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/5/47306_1642018561.jpg,https://cdn.jetphotos.com/full/6/91902_1582484456.jpg,https://cdn.jetphotos.com/full/5/29762_1564940861.jpg,
A97A1A,N71EB,ISR Platforms,Cessna 208 Caravan,C208,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,,,,
A97A43,N71FT,Private,P-51D Mustang Modfied Racer,P51,Civ,Speed Racer,Strega,Air Racing,Historic,https://tinyurl.com/yurcjtnw,https://live.staticflickr.com/3938/15040295094_7ec613f7cb_b.jpg,https://cdn.jetphotos.com/full/1/61143_1247776316.jpg,https://i.pinimg.com/originals/af/74/d5/af74d5d4b608732421539bca48b86eb3.jpg,
A980DE,N711MG,Gulf Flight Inc.,Mikoyan Gurevich MiG-21,MG21,Civ,Mig,Historic,Vashe Zdorovye,Historic,https://w.wiki/e5P,https://cdn.jetphotos.com/full/1/81111_1301511967.jpg,https://cdn.jetphotos.com/full/1/93646_1218852547.jpg,https://cdn.jetphotos.com/full/2/38484_1281555040.jpg,https://cdn.jetphotos.com/full/2/31581_1218849934.jpg
A987A8,N713ET,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/575148_1731034968.jpg,https://cdn.jetphotos.com/full/5/19738_1438397862.jpg,https://cdn.jetphotos.com/full/6/32956_1648611781.jpg,https://cdn.jetphotos.com/full/6/20454_1438380646.jpg
A9880C,N713JT,Private,Vought F4U-4 Corsair,CORS,Civ,Historic,Aircraft Carrier,Fighter Bomber,Historic,https://w.wiki/3sKZ,https://cdn.jetphotos.com/full/5/55340_1464136130.jpg,https://cdn.jetphotos.com/full/5/15574_1545195973.jpg,https://cdn.jetphotos.com/full/5/60066_1399038795.jpg,https://cdn.jetphotos.com/full/6/33488_1401661952.jpg
A98A81,N7137B,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/3675823_1716932857.jpg,,,
A99113,N71502,Private,Vultee BT-13B Valiant,VALI,Civ,Basic Trainer,WW2,L-Plate,Historic,https://w.wiki/4ydB,https://cdn.jetphotos.com/full/5/24207_1583681526.jpg,https://www.netairspace.cc/photos/N71502/Private/Vultee_BT-13B_Valiant/IZE_EDHF_Itzehoe_Hungriger_Wolf/photo_450765/full.jpg,https://cdn.airplane-pictures.net/images/uploaded-images/2019/6/4/1200385.jpg,
A999DF,N718BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter,https://live.staticflickr.com/362/19196076362_748d437016_b.jpg,https://live.staticflickr.com/65535/51429966456_acfd7cac65_k.jpg,https://cdn.jetphotos.com/full/6/96408_1629149495.jpg,
A9A086,N7195C,Private,Grumman F7F-3 Tigercat,TCAT,Civ,War Bird,Shiny,Green Cowlings,Historic,https://w.wiki/FjP6,https://cdn.jetphotos.com/full/2/35011_1174769597.jpg,,,
A9AF36,N723FH,Flying Heritage Collection,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Upapa Epops,Historic,https://w.wiki/3nth,https://live.staticflickr.com/7853/47011167802_547edea4b0_b.jpg,https://live.staticflickr.com/4013/4704569447_9697e2f00d_b.jpg,https://flyingheritage.org/getattachment/9374b0a3-b45e-4a74-8a35-927350824314/attachment.aspx,
A9BA16,N726CP,Civil Air Patrol,Cessna 172 Skyhawk,C172,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,https://cdn.jetphotos.com/full/5/74144_1585863438.jpg,,,
A9BC93,N72626,ISR Platforms,Cessna T206 Turbo Stationair,T206,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,https://cdn.jetphotos.com/full/5/792575_1689048682.jpg,,,
A9BDCD,N727CP,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,,,,
A9CD66,N7300C,Commemorative Air Force,North American AT-6D Texan,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://cdn.jetphotos.com/full/6/28598_1641691828.jpg,https://cdn.jetphotos.com/full/6/98871_1543226817.jpg,https://cdn.jetphotos.com/full/5/96639_1488778723.jpg,https://cdn.jetphotos.com/full/3/11048_1343701611.jpg
A9DCED,N73449,Private,Boeing Stearman A75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/1/65636_1131249586.jpg,https://cdn.jetphotos.com/full/2/90218_1122463764.jpg,https://cdn.jetphotos.com/full/1/60778_1122325512.jpg,
A9F681,N741CP,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,,,,
AA0348,N744VG,Virgin Orbit,Boeing 747,B744,Civ,Cosmic Girl,I Thought You Was A Pilot Not An Astronaut,Rockets,Distinctive,https://w.wiki/4mcc,https://cdn.jetphotos.com/full/5/18939_1637785685.jpg,https://cdn.jetphotos.com/full/5/16724_1634535274.jpg,https://cdn.jetphotos.com/full/5/16340_1633961594.jpg,
AA0B75,N7462C,Titan Aerobatic,North American SNJ-6 Texan,T6,Civ,War Bird,Shiny,Titan Aerobatic,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/6/1173562_1734280459.jpg,https://cdn.jetphotos.com/full/5/1010816_1732347461.jpg,,
AA0CA7,,,,,Civ,,,,,https://www.planespotters.net/photo/1829672/n747bc-atlas-air-boeing-747-4j6-lcf-dreamlifter,https://cdn.plnspttrs.net/40170/n747bc-atlas-air-boeing-747-4j6-lcf-dreamlifter_PlanespottersNet_1829672_0dcfc4faf5_o.jpg,,,
AA0D27,N747GF,General Electric,Boeing 747,B744,Civ,5 Engines,Testbed,Funny Looking,Distinctive,https://cdn.airplane-pictures.net/images/uploaded-images/2019/8/17/1224376.jpg,https://cdn.jetphotos.com/full/6/83027_1640568595.jpg,https://cdn.jetphotos.com/full/6/52989_1625018157.jpg,https://cdn.jetphotos.com/full/6/55390_1606927699.jpg,
AA0DB4,N747MX,Lewis Air Legends,Grumman F7F-3N Tigercat,TCAT,Civ,War Bird,Shiny,La Patrona,Historic,https://w.wiki/FjP6,https://upload.wikimedia.org/wikipedia/commons/5/5c/Grumman_F7F-3N_Tigercat_2007.jpg,,,
AA198E,N75VC,Sunshine Aero,NA Sabreliner,SBR1,Civ,Shapeshifter,Target Practice,Testbed,Hired Gun,https://twitter.com/ameliairheart/status/1465473234732785668?s=20,https://cdn.jetphotos.com/full/4/84339_1336455408.jpg,,,
AA288E,N7537U,World's Createst Aircraft Collection,Grumman F6F-3 Hellcat,HCAT,Civ,War Bird,Tough As Old Boots,Fly Navy,Historic,https://w.wiki/CiD6,,,,
AA2F29,N7551T,Mustang High Flight LLC,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Hell-er Bust,Historic,https://w.wiki/3nth,https://geta-o.jp/WB/P&F/P-51/N7551T/N7551T(XX)P-51D-9608-184-W.jpg,https://geta-o.jp/WB/P&F/P-51/N7551T/N7551T(XX)P-51D-9608-040-W.jpg,https://geta-o.jp/WB/P&F/P-51/N7551T/N7551T(XX)P-51D-9610-331-W.jpg,
AA2F9F,N75546,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://eflyer.barnstormers.com/2019/578-eFLYER-FA01-67.jpg,https://www.airteamimages.com/pics/385/385039_800.jpg,https://cdn.airplane-pictures.net/images/uploaded-images/2021/7/29/1407948.jpg,
